stem,options,answer,analysis,knowledgePointIds,difficulty,type,source,year,expectedTimeSec
TCP 流量控制主要使用?（变式 3，计算机网络-传输层）,A.TTL|B.MAC 地址|C.子网掩码|D.接收窗口,D,接收方通过通告接收窗口限制发送方发送速率。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,110
TCP 拥塞控制慢开始阶段窗口增长通常是?（变式 3，计算机网络-传输层）,A.保持不变|B.随机变化|C.指数增长|D.线性减少,C,慢开始阶段每轮 RTT 拥塞窗口近似加倍，呈指数增长。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,120
TCP 建立连接使用?（变式 4，计算机网络-传输层）,A.DNS 迭代|B.三次握手|C.两次挥手|D.ARP 请求,B,TCP 通过 SYN、SYN+ACK、ACK 三次报文交换建立可靠连接。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,80
TCP 可靠传输主要依靠?（变式 4，计算机网络-传输层）,A.序号、确认和重传|B.域名缓存|C.广播转发|D.文件索引,A,TCP 通过序号、确认、超时重传等机制保证可靠字节流。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,困难,选择题,自编变式题,2026,90
UDP 的特点是?（变式 4，计算机网络-传输层）,A.可靠有序字节流|B.必须三次握手|C.提供拥塞窗口|D.无连接、尽最大努力交付,D,UDP 不建立连接，不保证可靠到达，开销较小。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,困难,选择题,自编变式题,2026,100
TCP 流量控制主要使用?（变式 4，计算机网络-传输层）,A.MAC 地址|B.子网掩码|C.接收窗口|D.TTL,C,接收方通过通告接收窗口限制发送方发送速率。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,困难,选择题,自编变式题,2026,110
TCP 拥塞控制慢开始阶段窗口增长通常是?（变式 4，计算机网络-传输层）,A.随机变化|B.指数增长|C.线性减少|D.保持不变,B,慢开始阶段每轮 RTT 拥塞窗口近似加倍，呈指数增长。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,困难,选择题,自编变式题,2026,120
DNS 的主要作用是?,A.域名解析为 IP 地址|B.建立 TCP 连接|C.检测帧差错|D.选择页面置换,A,DNS 将便于记忆的域名解析为网络通信需要的 IP 地址。,net-app,基础,选择题,自编基础题,2026,80
HTTP 默认属于?,A.网络层协议|B.数据链路层协议|C.物理层协议|D.应用层协议,D,HTTP 定义客户端和服务器之间的应用层请求与响应格式。,net-app,基础,选择题,自编基础题,2026,90
HTTPS 相比 HTTP 增加了?,A.MAC 学习|B.磁盘调度|C.TLS 加密与身份认证|D.IP 分片,C,HTTPS 在 HTTP 基础上使用 TLS 提供加密、完整性和身份认证。,net-app,基础,选择题,自编基础题,2026,100
SMTP 主要用于?,A.动态分配 IP|B.发送电子邮件|C.接收网页|D.解析 MAC 地址,B,SMTP 是电子邮件发送和邮件服务器间传输常用协议。,net-app,基础,选择题,自编基础题,2026,110
浏览器访问网页通常先进行?,A.DNS 解析|B.页面置换|C.进程调度|D.磁盘格式化,A,访问域名前通常需要先解析服务器 IP，然后再建立连接。,net-app,基础,选择题,自编基础题,2026,120
DNS 的主要作用是?（变式 2，计算机网络-应用层）,A.建立 TCP 连接|B.检测帧差错|C.选择页面置换|D.域名解析为 IP 地址,D,DNS 将便于记忆的域名解析为网络通信需要的 IP 地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,基础,选择题,自编变式题,2026,80
HTTP 默认属于?（变式 2，计算机网络-应用层）,A.数据链路层协议|B.物理层协议|C.应用层协议|D.网络层协议,C,HTTP 定义客户端和服务器之间的应用层请求与响应格式。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,基础,选择题,自编变式题,2026,90
HTTPS 相比 HTTP 增加了?（变式 2，计算机网络-应用层）,A.磁盘调度|B.TLS 加密与身份认证|C.IP 分片|D.MAC 学习,B,HTTPS 在 HTTP 基础上使用 TLS 提供加密、完整性和身份认证。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,基础,选择题,自编变式题,2026,100
SMTP 主要用于?（变式 2，计算机网络-应用层）,A.发送电子邮件|B.接收网页|C.解析 MAC 地址|D.动态分配 IP,A,SMTP 是电子邮件发送和邮件服务器间传输常用协议。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,110
浏览器访问网页通常先进行?（变式 2，计算机网络-应用层）,A.页面置换|B.进程调度|C.磁盘格式化|D.DNS 解析,D,访问域名前通常需要先解析服务器 IP，然后再建立连接。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,120
DNS 的主要作用是?（变式 3，计算机网络-应用层）,A.检测帧差错|B.选择页面置换|C.域名解析为 IP 地址|D.建立 TCP 连接,C,DNS 将便于记忆的域名解析为网络通信需要的 IP 地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,80
HTTP 默认属于?（变式 3，计算机网络-应用层）,A.物理层协议|B.应用层协议|C.网络层协议|D.数据链路层协议,B,HTTP 定义客户端和服务器之间的应用层请求与响应格式。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,90
HTTPS 相比 HTTP 增加了?（变式 3，计算机网络-应用层）,A.TLS 加密与身份认证|B.IP 分片|C.MAC 学习|D.磁盘调度,A,HTTPS 在 HTTP 基础上使用 TLS 提供加密、完整性和身份认证。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,100
SMTP 主要用于?（变式 3，计算机网络-应用层）,A.接收网页|B.解析 MAC 地址|C.动态分配 IP|D.发送电子邮件,D,SMTP 是电子邮件发送和邮件服务器间传输常用协议。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,110
浏览器访问网页通常先进行?（变式 3，计算机网络-应用层）,A.进程调度|B.磁盘格式化|C.DNS 解析|D.页面置换,C,访问域名前通常需要先解析服务器 IP，然后再建立连接。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,120
DNS 的主要作用是?（变式 4，计算机网络-应用层）,A.选择页面置换|B.域名解析为 IP 地址|C.建立 TCP 连接|D.检测帧差错,B,DNS 将便于记忆的域名解析为网络通信需要的 IP 地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,中等,选择题,自编变式题,2026,80
HTTP 默认属于?（变式 4，计算机网络-应用层）,A.应用层协议|B.网络层协议|C.数据链路层协议|D.物理层协议,A,HTTP 定义客户端和服务器之间的应用层请求与响应格式。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,困难,选择题,自编变式题,2026,90
HTTPS 相比 HTTP 增加了?（变式 4，计算机网络-应用层）,A.IP 分片|B.MAC 学习|C.磁盘调度|D.TLS 加密与身份认证,D,HTTPS 在 HTTP 基础上使用 TLS 提供加密、完整性和身份认证。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,困难,选择题,自编变式题,2026,100
SMTP 主要用于?（变式 4，计算机网络-应用层）,A.解析 MAC 地址|B.动态分配 IP|C.发送电子邮件|D.接收网页,C,SMTP 是电子邮件发送和邮件服务器间传输常用协议。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,困难,选择题,自编变式题,2026,110
浏览器访问网页通常先进行?（变式 4，计算机网络-应用层）,A.磁盘格式化|B.DNS 解析|C.页面置换|D.进程调度,B,访问域名前通常需要先解析服务器 IP，然后再建立连接。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-app,困难,选择题,自编变式题,2026,120
